protein,protein frequency
P14618_PKM2        ,0                  
P14780_MMP9        ,72                 
P16401_HIST1H1B    ,4                  
P16402_HIST1H1D    ,0                  
P16403_HIST1H1C    ,0                  
P17174_GOT1        ,0                  
P17931_LGALS3      ,12                 
P18510_2_IL1RN     ,0                  
P18669_PGAM1       ,6                  
P19961_AMY2B       ,6                  
P20061_TCN1        ,31                 
P20160_AZU1        ,0                  
P20618_PSMB1       ,0                  
P21333_FLNA        ,0                  
P22314_UBA1        ,0                  
Q32Q12_NME1_NME2   ,8                  
P22532_SPRR2D      ,6                  
P22894_MMP8        ,19                 
P23280_CA6         ,0                  
P23284_PPIB        ,0                  
P23381_WARS        ,2                  
E9PK25_CFL1        ,48                 
P24158_PRTN3       ,23                 
P25311_AZGP1       ,42                 
P26038_MSN         ,0                  
P28325_CST5        ,0                  
P29401_2_TKT       ,2                  
P29508_SERPINB3    ,40                 
P30044_PRDX5       ,2                  
P30101_PDIA3       ,52                 
P30740_SERPINB1    ,29                 
P31025_LCN1        ,0                  
P31146_CORO1A      ,1                  
P31151_S100A7      ,0                  
P31946_2           ,0                  
P31947_SFN         ,0                  
P31949_S100A11     ,0                  
P32926_DSG3        ,38                 
P35321_SPRR1A      ,17                 
P35579_MYH9        ,0                  
P36952_SERPINB5    ,0                  
P37802_2_TAGLN2    ,0                  
P37837_TALDO1      ,0                  
P40121_CAPG        ,12                 
B1AK88_CAPZB       ,4                  
P50395_GDI2        ,0                  
P52209_PGD         ,0                  
P52566_ARHGDIB     ,0                  
P52907_CAPZA1      ,0                  
P53634_CTSC        ,0                  
P55058_PLTP        ,0                  
P59665_DEFA1       ,0                  
P59998_3_ARPC4     ,1                  
P60174_TPI1        ,0                  
P61158_ACTR3       ,11                 
P61586_RHOA        ,0                  
P61626_LYZ         ,0                  
P61769_B2M         ,186                
P62328_TMSB4X      ,20                 
P62805_HIST1H4A    ,0                  
P62937_PPIA        ,0                  
P62942_FKBP1A      ,0                  
P63261_ACTG1       ,0                  
P63313_TMSB10      ,0                  
P68032_ACTC1       ,0                  
P68371_TUBB4B      ,236                
P68871_HBB         ,0                  
P69905_HBA1        ,0                  
P78417_GSTO1       ,0                  
X6R8F3_LCN2        ,6                  
P80748             ,0                  
Q01469_FABP5       ,0                  
Q01518_CAP1        ,15                 
Q02413_DSG1        ,36                 
Q02487_DSC2        ,45                 
Q07654_TFF3        ,47                 
Q08188_TGM3        ,16                 
Q08380_LGALS3BP    ,62                 
Q14508_WFDC2       ,128                
Q14847_LASP1       ,0                  
Q14974_KPNB1       ,0                  
Q14CN2_CLCA4       ,34                 
H0YBX6_UBE2V2      ,0                  
A0A087WV23_SH3BGRL3,0                  
Q68D86_CCDC102B    ,0                  
Q6P5S2_C6orf58     ,10                 
Q8N4F0_BPIFB2      ,52                 
Q8TAX7_MUC7        ,0                  
Q8TDL5_BPIFB1      ,42                 
Q96DA0_ZG16B       ,5                  
Q96DR5_BPIFA2      ,85                 
Q99536_VAT1        ,2                  
Q99879_HIST1H2BM   ,12                 
Q9BQR3_PRSS27      ,0                  
Q9BRA2_TXNDC17     ,0                  
Q9BRF8_CPPED1      ,0                  
Q9HC84_MUC5B       ,42                 
Q9HD89_RETN        ,0                  
Q9NQ38_3_SPINK5    ,178                
Q9UBC9_SPRR3       ,0                  
Q9UBG3_CRNN        ,36                 
Q9UBX7_3_KLK11     ,12                 
Q9UGM3_6_DMBT1     ,13                 
Q9UIV8_SERPINB13   ,27                 
Q9UKR3_KLK13       ,24                 
V9HW75_NUCB2       ,0                  
