protein,protein frequency
P04792_HSPB1       ,0                  
P04899_4_GNAI2     ,0                  
P05089_2_ARG1      ,0                  
P05109_S100A8      ,0                  
P05164_3_MPO       ,2                  
P05386_RPLP1       ,765                
P06396_GSN         ,189                
P06702_S100A9      ,0                  
P06733_ENO1        ,1883               
P06737_PYGL        ,0                  
A0A0A0MTS2_GPI     ,5184               
P06870_KLK1        ,4                  
P07108_6_DBI       ,731                
P07195_LDHB        ,33                 
P07237_P4HB        ,218                
P07339_CTSD        ,1472               
P07737_PFN1        ,1361               
P07858_CTSB        ,0                  
P07900_2_HSP90AA1  ,0                  
P07996_THBS1       ,0                  
P08107_HSPA1A      ,2984               
P08238_HSP90AB1    ,0                  
P08246_ELANE       ,147                
P08311_CTSG        ,0                  
P08571_CD14        ,0                  
P08603_CFH         ,536                
P09211_GSTP1       ,424                
P09228_CST2        ,386                
P09960_LTA4H       ,789                
P0C0S8_HIST1H2AG   ,0                  
P10412_HIST1H1E    ,1797               
P10599_TXN         ,0                  
P10909_2_CLU       ,229                
P11021_HSPA5       ,4732               
P11142_HSPA8       ,0                  
P11215_2_ITGAM     ,522                
P12273_PIP         ,589                
P12429_ANXA3       ,306                
P12814_3_ACTN1     ,0                  
P13688_CEACAM1     ,621                
P13796_LCP1        ,451                
P14174_MIF         ,1487               
P14550_AKR1A1      ,2445               
P14618_PKM2        ,5184               
P14780_MMP9        ,107                
P16401_HIST1H1B    ,393                
P16402_HIST1H1D    ,5184               
P16403_HIST1H1C    ,0                  
P17174_GOT1        ,2652               
P17931_LGALS3      ,0                  
P18206_VCL         ,5184               
P18510_2_IL1RN     ,180                
P18669_PGAM1       ,5184               
P19961_AMY2B       ,0                  
P20061_TCN1        ,12                 
P20160_AZU1        ,88                 
P20618_PSMB1       ,0                  
P22314_UBA1        ,5184               
Q32Q12_NME1_NME2   ,5184               
P22532_SPRR2D      ,0                  
P22894_MMP8        ,1419               
P23280_CA6         ,661                
P23284_PPIB        ,0                  
P23381_WARS        ,0                  
E9PK25_CFL1        ,83                 
P24158_PRTN3       ,485                
P25311_AZGP1       ,0                  
P26038_MSN         ,56                 
P28325_CST5        ,2494               
P29401_2_TKT       ,1481               
P29508_SERPINB3    ,0                  
P30044_PRDX5       ,5184               
P30101_PDIA3       ,45                 
P30740_SERPINB1    ,0                  
P31025_LCN1        ,4                  
P31146_CORO1A      ,50                 
P31151_S100A7      ,0                  
P31946_YWHAB       ,1983               
P31947_SFN         ,850                
P31949_S100A11     ,2590               
P32119_PRDX2       ,5184               
P32926_DSG3        ,455                
P35321_SPRR1A      ,0                  
P35579_MYH9        ,18                 
P36952_SERPINB5    ,0                  
P37802_2_TAGLN2    ,77                 
P37837_TALDO1      ,16                 
P40121_CAPG        ,3676               
P43652_AFM         ,0                  
B1AK88_CAPZB       ,2367               
P50395_GDI2        ,4118               
P52209_PGD         ,2350               
P52566_ARHGDIB     ,96                 
P52907_CAPZA1      ,107                
P55058_PLTP        ,0                  
P59665_DEFA1       ,0                  
P59998_3_ARPC4     ,99                 
P60174_TPI1        ,531                
P61158_ACTR3       ,4                  
P61160_ACTR2       ,4                  
P61586_RHOA        ,1903               
P61626_LYZ         ,0                  
P61769_B2M         ,0                  
P62258_YWHAE       ,1404               
P62328_TMSB4X      ,0                  
P62805_HIST1H4A    ,2327               
P62937_PPIA        ,641                
P63261_ACTG1       ,5184               
P63313_TMSB10      ,713                
P68032_ACTC1       ,0                  
P68371_TUBB4B      ,0                  
P68871_HBB         ,0                  
P69905_HBA1        ,0                  
P78417_GSTO1       ,1172               
X6R8F3_LCN2        ,31                 
P80511_S100A12     ,0                  
P80748             ,0                  
Q01469_FABP5       ,1591               
Q01518_CAP1        ,159                
Q02413_DSG1        ,514                
Q02487_DSC2        ,59                 
Q07654_TFF3        ,16                 
Q08188_TGM3        ,16                 
Q08380_LGALS3BP    ,0                  
Q13404_UBE2V1      ,145                
Q14508_WFDC2       ,87                 
Q14847_LASP1       ,680                
Q14974_KPNB1       ,1802               
Q14CN2_CLCA4       ,8                  
A0A087WV23_SH3BGRL3,2161               
P21333_FLNA        ,1691               
Q68D86_CCDC102B    ,0                  
Q6P5S2_C6orf58     ,204                
Q8N4F0_BPIFB2      ,0                  
Q8TAX7_MUC7        ,0                  
Q8TDL5_BPIFB1      ,2                  
Q96DA0_ZG16B       ,0                  
Q96DR5_BPIFA2      ,170                
Q99536_VAT1        ,5116               
Q99879_HIST1H2BM   ,364                
Q9BRA2_TXNDC17     ,648                
Q9BRF8_CPPED1      ,415                
Q9HC84_MUC5B       ,4                  
Q9HD89_RETN        ,0                  
Q9NQ38_3_SPINK5    ,2489               
Q9UBC9_SPRR3       ,0                  
Q9UBG3_CRNN        ,76                 
Q9UBX7_3_KLK11     ,84                 
Q9UGM3_6_DMBT1     ,0                  
Q9UIV8_SERPINB13   ,134                
Q9UKR3_KLK13       ,0                  
REV__P04280        ,86                 
REV__Q8NDM7        ,0                  
REV__Q13085_4      ,0                  
V9HW75_NUCB2       ,3801               
