protein,protein frequency
P10909-2_CLU       ,0                  
P11021_HSPA5       ,0                  
P11142_HSPA8       ,0                  
P11215-2_ITGAM     ,0                  
P12273_PIP         ,0                  
P12429_ANXA3       ,0                  
P12814-3_ACTN1     ,0                  
P13688_CEACAM1     ,0                  
P13796_LCP1        ,0                  
P14174_MIF         ,0                  
P14550_AKR1A1      ,0                  
P14618_PKM2        ,0                  
P14780_MMP9        ,0                  
P16401_HIST1H1B    ,0                  
P16402_HIST1H1D    ,0                  
P16403_HIST1H1C    ,0                  
P17174_GOT1        ,0                  
P17931_LGALS3      ,0                  
P18510-2_IL1RN     ,0                  
P18669_PGAM1       ,0                  
P19961_AMY2B       ,0                  
P20061_TCN1        ,0                  
P20160_AZU1        ,0                  
P20618_PSMB1       ,0                  
P21333_FLNA        ,0                  
P22314_UBA1        ,2                  
Q32Q12_NME1-NME2   ,0                  
P22532_SPRR2D      ,27                 
P22894_MMP8        ,0                  
P23280_CA6         ,155                
P23284_PPIB        ,45                 
P23381_WARS        ,52                 
E9PK25_CFL1        ,0                  
P24158_PRTN3       ,0                  
P25311_AZGP1       ,0                  
P26038_MSN         ,2                  
P28325_CST5        ,26                 
P29401-2_TKT       ,0                  
P29508_SERPINB3    ,0                  
P30044_PRDX5       ,0                  
P30101_PDIA3       ,0                  
P30740_SERPINB1    ,0                  
P31025_LCN1        ,0                  
P31146_CORO1A      ,0                  
P31151_S100A7      ,61                 
P31946-2           ,0                  
P31947_SFN         ,0                  
P31949_S100A11     ,0                  
P32926_DSG3        ,11                 
P35321_SPRR1A      ,0                  
P35579_MYH9        ,0                  
P36952_SERPINB5    ,0                  
P37802-2_TAGLN2    ,30                 
P37837_TALDO1      ,0                  
P40121_CAPG        ,0                  
B1AK88_CAPZB       ,0                  
P50395_GDI2        ,0                  
P52209_PGD         ,0                  
P52566_ARHGDIB     ,0                  
P52907_CAPZA1      ,0                  
P53634_CTSC        ,19                 
P55058_PLTP        ,0                  
P59665_DEFA1       ,0                  
P59998-3_ARPC4     ,0                  
P60174_TPI1        ,19                 
P61158_ACTR3       ,0                  
P61586_RHOA        ,0                  
P61626_LYZ         ,0                  
P61769_B2M         ,24                 
P62328_TMSB4X      ,6                  
P62805_HIST1H4A    ,0                  
P62937_PPIA        ,0                  
P62942_FKBP1A      ,0                  
P63261_ACTG1       ,0                  
P63313_TMSB10      ,0                  
P68032_ACTC1       ,24                 
P68371_TUBB4B      ,0                  
P68871_HBB         ,0                  
P69905_HBA1        ,0                  
P78417_GSTO1       ,0                  
X6R8F3_LCN2        ,0                  
P80748             ,3                  
Q01469_FABP5       ,0                  
Q01518_CAP1        ,0                  
Q02413_DSG1        ,14                 
Q02487_DSC2        ,0                  
Q07654_TFF3        ,0                  
Q08188_TGM3        ,0                  
Q08380_LGALS3BP    ,0                  
Q14508_WFDC2       ,0                  
Q14847_LASP1       ,0                  
Q14974_KPNB1       ,0                  
Q14CN2_CLCA4       ,0                  
H0YBX6_UBE2V2      ,0                  
A0A087WV23_SH3BGRL3,49                 
Q68D86_CCDC102B    ,0                  
Q6P5S2_C6orf58     ,0                  
Q8N4F0_BPIFB2      ,20                 
Q8TAX7_MUC7        ,0                  
Q8TDL5_BPIFB1      ,38                 
Q96DA0_ZG16B       ,0                  
Q96DR5_BPIFA2      ,10                 
Q99536_VAT1        ,0                  
Q99879_HIST1H2BM   ,16                 
Q9BQR3_PRSS27      ,0                  
Q9BRA2_TXNDC17     ,0                  
Q9BRF8_CPPED1      ,0                  
Q9HC84_MUC5B       ,52                 
Q9HD89_RETN        ,0                  
Q9NQ38-3_SPINK5    ,0                  
Q9UBC9_SPRR3       ,0                  
Q9UBG3_CRNN        ,1                  
Q9UBX7-3_KLK11     ,91                 
Q9UGM3-6_DMBT1     ,0                  
Q9UIV8_SERPINB13   ,0                  
Q9UKR3_KLK13       ,0                  
V9HW75_NUCB2       ,0                  
